architecture,strategy_1,strategy_2,mean_cka_across_layers,std_cka_across_layers,mean_cca_across_layers,std_cca_across_layers,min_cka,max_cka,min_cca,max_cca
densenet121,full,gradual,0.7650705724954605,0.2692988293668323,0.7311120301404429,0.09570769378372869,0.23973014950752258,0.9952765107154846,0.5764879314079038,0.8438164459382596
densenet121,full,last_layer,0.7322042149802049,0.3300503100992838,0.7061532137104026,0.1429221260144116,0.10981128364801407,0.9952738285064697,0.46369936064907186,0.8574342612038935
densenet121,full,scratch,0.4779358059167862,0.19082978673117623,0.5157265562845937,0.0858234402564304,0.146375834941864,0.7372533679008484,0.4030321588346606,0.6746178132224376
densenet121,gradual,last_layer,0.778622125585874,0.3275388811809135,0.7541159935063906,0.11355519734129817,0.06869331002235413,0.9999967813491821,0.5368099658496294,0.8614637899319172
densenet121,gradual,scratch,0.4184134105841319,0.21652010920642922,0.5123908370248152,0.0823274624890795,0.03455042839050293,0.6720762252807617,0.40733065977258825,0.6650322349301895
densenet121,last_layer,scratch,0.4076823964715004,0.21928780227580041,0.5087749194457765,0.09083566380901842,0.05161009728908539,0.6726056933403015,0.4056223474155179,0.6782679559387053
