architecture,method_1,method_2,mean_cka_across_layers,std_cka_across_layers,mean_cca_across_layers,std_cca_across_layers,min_cka,max_cka,min_cca,max_cca
densenet121,full,full,1.0000000596046448,1.3328003749250113e-07,0.9998431109947559,0.00033866138132609893,1.0,1.0000003576278687,0.9990859291116115,1.0
densenet121,full,gradual_unfreeze_every10,0.45217309581736725,0.2726835157322625,0.5121577787054671,0.10660336872922935,0.02361784502863884,0.8369408845901489,0.431674548757764,0.7454377374725141
densenet121,full,last_layer,0.33006616681814194,0.1646523018253681,0.4576574313963042,0.03393796877358388,0.1776231825351715,0.6715236306190491,0.4040586028847903,0.5150973347684474
densenet121,full,gradual_unfreeze_every10,0.45217309581736725,0.2726835157322625,0.5122874560456387,0.10651162742758694,0.02361784502863884,0.8369408845901489,0.4318055669560401,0.7454377374725141
densenet121,full,last_layer,0.33006616681814194,0.1646523018253681,0.4569858643707388,0.033961615567059754,0.1776231825351715,0.6715236306190491,0.4035607365344174,0.514844773727325
densenet121,gradual_unfreeze_every10,last_layer,0.6627180029948553,0.3012845003061537,0.7591962672204876,0.1678355034026281,0.15336480736732483,1.0,0.47666511454238375,0.9880440097285149
