feature,saliency,group,example_rank_in_group,t_idx,timestamp,true_apcp_value,pred_apcp_value,true_label,pred_label,confidence,correct,example_id
VIL@entire_atmosphere,1.8948488e-07,confidently_incorrect,1,18619,2020-08-26 19:00:00,2.5129499435424805,0.000559316948056221,1,0,1.9994406830519438,False,01_confidently_incorrect_tidx_18619
VGRD@850mb,1.891665e-07,confidently_incorrect,1,18619,2020-08-26 19:00:00,2.5129499435424805,0.000559316948056221,1,0,1.9994406830519438,False,01_confidently_incorrect_tidx_18619
DPT@500mb,1.8693939e-07,confidently_incorrect,1,18619,2020-08-26 19:00:00,2.5129499435424805,0.000559316948056221,1,0,1.9994406830519438,False,01_confidently_incorrect_tidx_18619
VGRD@925mb,1.8393844e-07,confidently_incorrect,1,18619,2020-08-26 19:00:00,2.5129499435424805,0.000559316948056221,1,0,1.9994406830519438,False,01_confidently_incorrect_tidx_18619
UGRD@250mb,1.8072798e-07,confidently_incorrect,1,18619,2020-08-26 19:00:00,2.5129499435424805,0.000559316948056221,1,0,1.9994406830519438,False,01_confidently_incorrect_tidx_18619
UGRD@850mb,1.6857913e-07,confidently_incorrect,1,18619,2020-08-26 19:00:00,2.5129499435424805,0.000559316948056221,1,0,1.9994406830519438,False,01_confidently_incorrect_tidx_18619
VGRD@500mb,1.6459738e-07,confidently_incorrect,1,18619,2020-08-26 19:00:00,2.5129499435424805,0.000559316948056221,1,0,1.9994406830519438,False,01_confidently_incorrect_tidx_18619
UGRD@700mb,1.5947886e-07,confidently_incorrect,1,18619,2020-08-26 19:00:00,2.5129499435424805,0.000559316948056221,1,0,1.9994406830519438,False,01_confidently_incorrect_tidx_18619
GUST@surface,1.5922242e-07,confidently_incorrect,1,18619,2020-08-26 19:00:00,2.5129499435424805,0.000559316948056221,1,0,1.9994406830519438,False,01_confidently_incorrect_tidx_18619
TMP@500mb,1.5214152e-07,confidently_incorrect,1,18619,2020-08-26 19:00:00,2.5129499435424805,0.000559316948056221,1,0,1.9994406830519438,False,01_confidently_incorrect_tidx_18619
TMP@2m_above_ground,1.5207712e-07,confidently_incorrect,1,18619,2020-08-26 19:00:00,2.5129499435424805,0.000559316948056221,1,0,1.9994406830519438,False,01_confidently_incorrect_tidx_18619
DPT@1000mb,1.505389e-07,confidently_incorrect,1,18619,2020-08-26 19:00:00,2.5129499435424805,0.000559316948056221,1,0,1.9994406830519438,False,01_confidently_incorrect_tidx_18619
TCDC@entire_atmosphere,1.4784018e-07,confidently_incorrect,1,18619,2020-08-26 19:00:00,2.5129499435424805,0.000559316948056221,1,0,1.9994406830519438,False,01_confidently_incorrect_tidx_18619
VGRD@1000mb,1.4159833e-07,confidently_incorrect,1,18619,2020-08-26 19:00:00,2.5129499435424805,0.000559316948056221,1,0,1.9994406830519438,False,01_confidently_incorrect_tidx_18619
HGT@1000mb,1.396398e-07,confidently_incorrect,1,18619,2020-08-26 19:00:00,2.5129499435424805,0.000559316948056221,1,0,1.9994406830519438,False,01_confidently_incorrect_tidx_18619
VGRD@700mb,1.3651169e-07,confidently_incorrect,1,18619,2020-08-26 19:00:00,2.5129499435424805,0.000559316948056221,1,0,1.9994406830519438,False,01_confidently_incorrect_tidx_18619
TMP@925mb,1.3418152e-07,confidently_incorrect,1,18619,2020-08-26 19:00:00,2.5129499435424805,0.000559316948056221,1,0,1.9994406830519438,False,01_confidently_incorrect_tidx_18619
UGRD@925mb,1.3083836e-07,confidently_incorrect,1,18619,2020-08-26 19:00:00,2.5129499435424805,0.000559316948056221,1,0,1.9994406830519438,False,01_confidently_incorrect_tidx_18619
VGRD@10m_above_ground,1.2493955e-07,confidently_incorrect,1,18619,2020-08-26 19:00:00,2.5129499435424805,0.000559316948056221,1,0,1.9994406830519438,False,01_confidently_incorrect_tidx_18619
DPT@925mb,1.2298392e-07,confidently_incorrect,1,18619,2020-08-26 19:00:00,2.5129499435424805,0.000559316948056221,1,0,1.9994406830519438,False,01_confidently_incorrect_tidx_18619
HGT@700mb,1.1482126e-07,confidently_incorrect,1,18619,2020-08-26 19:00:00,2.5129499435424805,0.000559316948056221,1,0,1.9994406830519438,False,01_confidently_incorrect_tidx_18619
HCDC@high_cloud_layer,1.118145e-07,confidently_incorrect,1,18619,2020-08-26 19:00:00,2.5129499435424805,0.000559316948056221,1,0,1.9994406830519438,False,01_confidently_incorrect_tidx_18619
RHPW@entire_atmosphere,1.0981219e-07,confidently_incorrect,1,18619,2020-08-26 19:00:00,2.5129499435424805,0.000559316948056221,1,0,1.9994406830519438,False,01_confidently_incorrect_tidx_18619
CAPE@surface,1.048884e-07,confidently_incorrect,1,18619,2020-08-26 19:00:00,2.5129499435424805,0.000559316948056221,1,0,1.9994406830519438,False,01_confidently_incorrect_tidx_18619
HGT@850mb,1.0186014e-07,confidently_incorrect,1,18619,2020-08-26 19:00:00,2.5129499435424805,0.000559316948056221,1,0,1.9994406830519438,False,01_confidently_incorrect_tidx_18619
DPT@700mb,9.109666e-08,confidently_incorrect,1,18619,2020-08-26 19:00:00,2.5129499435424805,0.000559316948056221,1,0,1.9994406830519438,False,01_confidently_incorrect_tidx_18619
TMP@700mb,8.9162064e-08,confidently_incorrect,1,18619,2020-08-26 19:00:00,2.5129499435424805,0.000559316948056221,1,0,1.9994406830519438,False,01_confidently_incorrect_tidx_18619
PWAT@entire_atmosphere_single_layer,7.8072674e-08,confidently_incorrect,1,18619,2020-08-26 19:00:00,2.5129499435424805,0.000559316948056221,1,0,1.9994406830519438,False,01_confidently_incorrect_tidx_18619
DSWRF@surface,6.85934e-08,confidently_incorrect,1,18619,2020-08-26 19:00:00,2.5129499435424805,0.000559316948056221,1,0,1.9994406830519438,False,01_confidently_incorrect_tidx_18619
HGT@500mb,5.8668377e-08,confidently_incorrect,1,18619,2020-08-26 19:00:00,2.5129499435424805,0.000559316948056221,1,0,1.9994406830519438,False,01_confidently_incorrect_tidx_18619
HGT@surface,1.8819982e-06,confidently_incorrect,2,44205,2023-07-28 21:00:00,2.1347298622131348,0.08676517754793167,1,0,1.9132348224520683,False,02_confidently_incorrect_tidx_44205
TMP@1000mb,6.142463e-07,confidently_incorrect,2,44205,2023-07-28 21:00:00,2.1347298622131348,0.08676517754793167,1,0,1.9132348224520683,False,02_confidently_incorrect_tidx_44205
MCDC@middle_cloud_layer,4.639511e-07,confidently_incorrect,2,44205,2023-07-28 21:00:00,2.1347298622131348,0.08676517754793167,1,0,1.9132348224520683,False,02_confidently_incorrect_tidx_44205
UGRD@10m_above_ground,3.6028732e-07,confidently_incorrect,2,44205,2023-07-28 21:00:00,2.1347298622131348,0.08676517754793167,1,0,1.9132348224520683,False,02_confidently_incorrect_tidx_44205
UGRD@250mb,3.384873e-07,confidently_incorrect,2,44205,2023-07-28 21:00:00,2.1347298622131348,0.08676517754793167,1,0,1.9132348224520683,False,02_confidently_incorrect_tidx_44205
UGRD@850mb,3.0855202e-07,confidently_incorrect,2,44205,2023-07-28 21:00:00,2.1347298622131348,0.08676517754793167,1,0,1.9132348224520683,False,02_confidently_incorrect_tidx_44205
TMP@850mb,3.0707318e-07,confidently_incorrect,2,44205,2023-07-28 21:00:00,2.1347298622131348,0.08676517754793167,1,0,1.9132348224520683,False,02_confidently_incorrect_tidx_44205
RH@2m_above_ground,3.0595595e-07,confidently_incorrect,2,44205,2023-07-28 21:00:00,2.1347298622131348,0.08676517754793167,1,0,1.9132348224520683,False,02_confidently_incorrect_tidx_44205
DPT@500mb,2.9216554e-07,confidently_incorrect,2,44205,2023-07-28 21:00:00,2.1347298622131348,0.08676517754793167,1,0,1.9132348224520683,False,02_confidently_incorrect_tidx_44205
UGRD@700mb,2.746247e-07,confidently_incorrect,2,44205,2023-07-28 21:00:00,2.1347298622131348,0.08676517754793167,1,0,1.9132348224520683,False,02_confidently_incorrect_tidx_44205
VGRD@850mb,2.6739255e-07,confidently_incorrect,2,44205,2023-07-28 21:00:00,2.1347298622131348,0.08676517754793167,1,0,1.9132348224520683,False,02_confidently_incorrect_tidx_44205
VGRD@925mb,2.660254e-07,confidently_incorrect,2,44205,2023-07-28 21:00:00,2.1347298622131348,0.08676517754793167,1,0,1.9132348224520683,False,02_confidently_incorrect_tidx_44205
UGRD@1000mb,2.6435478e-07,confidently_incorrect,2,44205,2023-07-28 21:00:00,2.1347298622131348,0.08676517754793167,1,0,1.9132348224520683,False,02_confidently_incorrect_tidx_44205
LCDC@low_cloud_layer,2.6070035e-07,confidently_incorrect,2,44205,2023-07-28 21:00:00,2.1347298622131348,0.08676517754793167,1,0,1.9132348224520683,False,02_confidently_incorrect_tidx_44205
VGRD@250mb,2.560902e-07,confidently_incorrect,2,44205,2023-07-28 21:00:00,2.1347298622131348,0.08676517754793167,1,0,1.9132348224520683,False,02_confidently_incorrect_tidx_44205
VIL@entire_atmosphere,2.5403293e-07,confidently_incorrect,2,44205,2023-07-28 21:00:00,2.1347298622131348,0.08676517754793167,1,0,1.9132348224520683,False,02_confidently_incorrect_tidx_44205
GUST@surface,2.522772e-07,confidently_incorrect,2,44205,2023-07-28 21:00:00,2.1347298622131348,0.08676517754793167,1,0,1.9132348224520683,False,02_confidently_incorrect_tidx_44205
HCDC@high_cloud_layer,2.420168e-07,confidently_incorrect,2,44205,2023-07-28 21:00:00,2.1347298622131348,0.08676517754793167,1,0,1.9132348224520683,False,02_confidently_incorrect_tidx_44205
DPT@850mb,2.3413523e-07,confidently_incorrect,2,44205,2023-07-28 21:00:00,2.1347298622131348,0.08676517754793167,1,0,1.9132348224520683,False,02_confidently_incorrect_tidx_44205
TMP@2m_above_ground,2.2819867e-07,confidently_incorrect,2,44205,2023-07-28 21:00:00,2.1347298622131348,0.08676517754793167,1,0,1.9132348224520683,False,02_confidently_incorrect_tidx_44205
APCP_1hr_acc_fcst@surface,2.2810298e-07,confidently_incorrect,2,44205,2023-07-28 21:00:00,2.1347298622131348,0.08676517754793167,1,0,1.9132348224520683,False,02_confidently_incorrect_tidx_44205
VGRD@10m_above_ground,2.2306662e-07,confidently_incorrect,2,44205,2023-07-28 21:00:00,2.1347298622131348,0.08676517754793167,1,0,1.9132348224520683,False,02_confidently_incorrect_tidx_44205
VGRD@500mb,2.1439531e-07,confidently_incorrect,2,44205,2023-07-28 21:00:00,2.1347298622131348,0.08676517754793167,1,0,1.9132348224520683,False,02_confidently_incorrect_tidx_44205
VGRD@700mb,2.0291985e-07,confidently_incorrect,2,44205,2023-07-28 21:00:00,2.1347298622131348,0.08676517754793167,1,0,1.9132348224520683,False,02_confidently_incorrect_tidx_44205
VGRD@1000mb,1.9337708e-07,confidently_incorrect,2,44205,2023-07-28 21:00:00,2.1347298622131348,0.08676517754793167,1,0,1.9132348224520683,False,02_confidently_incorrect_tidx_44205
TCDC@entire_atmosphere,1.7915359e-07,confidently_incorrect,2,44205,2023-07-28 21:00:00,2.1347298622131348,0.08676517754793167,1,0,1.9132348224520683,False,02_confidently_incorrect_tidx_44205
UGRD@925mb,1.7064673e-07,confidently_incorrect,2,44205,2023-07-28 21:00:00,2.1347298622131348,0.08676517754793167,1,0,1.9132348224520683,False,02_confidently_incorrect_tidx_44205
UGRD@500mb,1.6525541e-07,confidently_incorrect,2,44205,2023-07-28 21:00:00,2.1347298622131348,0.08676517754793167,1,0,1.9132348224520683,False,02_confidently_incorrect_tidx_44205
RHPW@entire_atmosphere,1.5996793e-07,confidently_incorrect,2,44205,2023-07-28 21:00:00,2.1347298622131348,0.08676517754793167,1,0,1.9132348224520683,False,02_confidently_incorrect_tidx_44205
HGT@1000mb,1.5753099e-07,confidently_incorrect,2,44205,2023-07-28 21:00:00,2.1347298622131348,0.08676517754793167,1,0,1.9132348224520683,False,02_confidently_incorrect_tidx_44205
TMP@700mb,1.5317669e-07,confidently_incorrect,2,44205,2023-07-28 21:00:00,2.1347298622131348,0.08676517754793167,1,0,1.9132348224520683,False,02_confidently_incorrect_tidx_44205
HGT@850mb,1.5270246e-07,confidently_incorrect,2,44205,2023-07-28 21:00:00,2.1347298622131348,0.08676517754793167,1,0,1.9132348224520683,False,02_confidently_incorrect_tidx_44205
PWAT@entire_atmosphere_single_layer,1.4778917e-07,confidently_incorrect,2,44205,2023-07-28 21:00:00,2.1347298622131348,0.08676517754793167,1,0,1.9132348224520683,False,02_confidently_incorrect_tidx_44205
CAPE@surface,1.3944921e-07,confidently_incorrect,2,44205,2023-07-28 21:00:00,2.1347298622131348,0.08676517754793167,1,0,1.9132348224520683,False,02_confidently_incorrect_tidx_44205
TMP@500mb,1.3675985e-07,confidently_incorrect,2,44205,2023-07-28 21:00:00,2.1347298622131348,0.08676517754793167,1,0,1.9132348224520683,False,02_confidently_incorrect_tidx_44205
DPT@1000mb,1.3340191e-07,confidently_incorrect,2,44205,2023-07-28 21:00:00,2.1347298622131348,0.08676517754793167,1,0,1.9132348224520683,False,02_confidently_incorrect_tidx_44205
DPT@700mb,1.3232639e-07,confidently_incorrect,2,44205,2023-07-28 21:00:00,2.1347298622131348,0.08676517754793167,1,0,1.9132348224520683,False,02_confidently_incorrect_tidx_44205
TMP@925mb,1.240846e-07,confidently_incorrect,2,44205,2023-07-28 21:00:00,2.1347298622131348,0.08676517754793167,1,0,1.9132348224520683,False,02_confidently_incorrect_tidx_44205
DPT@925mb,1.1809869e-07,confidently_incorrect,2,44205,2023-07-28 21:00:00,2.1347298622131348,0.08676517754793167,1,0,1.9132348224520683,False,02_confidently_incorrect_tidx_44205
HGT@700mb,1.12788214e-07,confidently_incorrect,2,44205,2023-07-28 21:00:00,2.1347298622131348,0.08676517754793167,1,0,1.9132348224520683,False,02_confidently_incorrect_tidx_44205
DSWRF@surface,8.1944734e-08,confidently_incorrect,2,44205,2023-07-28 21:00:00,2.1347298622131348,0.08676517754793167,1,0,1.9132348224520683,False,02_confidently_incorrect_tidx_44205
HGT@500mb,6.825802e-08,confidently_incorrect,2,44205,2023-07-28 21:00:00,2.1347298622131348,0.08676517754793167,1,0,1.9132348224520683,False,02_confidently_incorrect_tidx_44205
HGT@surface,2.641169e-06,confidently_incorrect,3,25796,2021-06-21 20:00:00,4.612126350402832,0.10595378279685974,1,0,1.8940462172031403,False,03_confidently_incorrect_tidx_25796
TMP@1000mb,6.1580204e-07,confidently_incorrect,3,25796,2021-06-21 20:00:00,4.612126350402832,0.10595378279685974,1,0,1.8940462172031403,False,03_confidently_incorrect_tidx_25796
TMP@850mb,5.65231e-07,confidently_incorrect,3,25796,2021-06-21 20:00:00,4.612126350402832,0.10595378279685974,1,0,1.8940462172031403,False,03_confidently_incorrect_tidx_25796
VGRD@925mb,5.2390396e-07,confidently_incorrect,3,25796,2021-06-21 20:00:00,4.612126350402832,0.10595378279685974,1,0,1.8940462172031403,False,03_confidently_incorrect_tidx_25796
GUST@surface,4.920797e-07,confidently_incorrect,3,25796,2021-06-21 20:00:00,4.612126350402832,0.10595378279685974,1,0,1.8940462172031403,False,03_confidently_incorrect_tidx_25796
UGRD@700mb,4.8674053e-07,confidently_incorrect,3,25796,2021-06-21 20:00:00,4.612126350402832,0.10595378279685974,1,0,1.8940462172031403,False,03_confidently_incorrect_tidx_25796
VGRD@850mb,4.6716292e-07,confidently_incorrect,3,25796,2021-06-21 20:00:00,4.612126350402832,0.10595378279685974,1,0,1.8940462172031403,False,03_confidently_incorrect_tidx_25796
APCP_1hr_acc_fcst@surface,4.6631502e-07,confidently_incorrect,3,25796,2021-06-21 20:00:00,4.612126350402832,0.10595378279685974,1,0,1.8940462172031403,False,03_confidently_incorrect_tidx_25796
UGRD@250mb,4.6218597e-07,confidently_incorrect,3,25796,2021-06-21 20:00:00,4.612126350402832,0.10595378279685974,1,0,1.8940462172031403,False,03_confidently_incorrect_tidx_25796
RH@2m_above_ground,4.3720686e-07,confidently_incorrect,3,25796,2021-06-21 20:00:00,4.612126350402832,0.10595378279685974,1,0,1.8940462172031403,False,03_confidently_incorrect_tidx_25796
MCDC@middle_cloud_layer,4.17664e-07,confidently_incorrect,3,25796,2021-06-21 20:00:00,4.612126350402832,0.10595378279685974,1,0,1.8940462172031403,False,03_confidently_incorrect_tidx_25796
UGRD@850mb,3.9650047e-07,confidently_incorrect,3,25796,2021-06-21 20:00:00,4.612126350402832,0.10595378279685974,1,0,1.8940462172031403,False,03_confidently_incorrect_tidx_25796
VIL@entire_atmosphere,3.558665e-07,confidently_incorrect,3,25796,2021-06-21 20:00:00,4.612126350402832,0.10595378279685974,1,0,1.8940462172031403,False,03_confidently_incorrect_tidx_25796
UGRD@1000mb,3.5179528e-07,confidently_incorrect,3,25796,2021-06-21 20:00:00,4.612126350402832,0.10595378279685974,1,0,1.8940462172031403,False,03_confidently_incorrect_tidx_25796
VGRD@250mb,3.4842589e-07,confidently_incorrect,3,25796,2021-06-21 20:00:00,4.612126350402832,0.10595378279685974,1,0,1.8940462172031403,False,03_confidently_incorrect_tidx_25796
VGRD@10m_above_ground,3.4440694e-07,confidently_incorrect,3,25796,2021-06-21 20:00:00,4.612126350402832,0.10595378279685974,1,0,1.8940462172031403,False,03_confidently_incorrect_tidx_25796
DPT@500mb,3.3101412e-07,confidently_incorrect,3,25796,2021-06-21 20:00:00,4.612126350402832,0.10595378279685974,1,0,1.8940462172031403,False,03_confidently_incorrect_tidx_25796
UGRD@10m_above_ground,3.306769e-07,confidently_incorrect,3,25796,2021-06-21 20:00:00,4.612126350402832,0.10595378279685974,1,0,1.8940462172031403,False,03_confidently_incorrect_tidx_25796
LCDC@low_cloud_layer,3.27023e-07,confidently_incorrect,3,25796,2021-06-21 20:00:00,4.612126350402832,0.10595378279685974,1,0,1.8940462172031403,False,03_confidently_incorrect_tidx_25796
VGRD@700mb,3.0407662e-07,confidently_incorrect,3,25796,2021-06-21 20:00:00,4.612126350402832,0.10595378279685974,1,0,1.8940462172031403,False,03_confidently_incorrect_tidx_25796
DPT@850mb,2.874338e-07,confidently_incorrect,3,25796,2021-06-21 20:00:00,4.612126350402832,0.10595378279685974,1,0,1.8940462172031403,False,03_confidently_incorrect_tidx_25796
PWAT@entire_atmosphere_single_layer,2.8740288e-07,confidently_incorrect,3,25796,2021-06-21 20:00:00,4.612126350402832,0.10595378279685974,1,0,1.8940462172031403,False,03_confidently_incorrect_tidx_25796
TMP@2m_above_ground,2.860774e-07,confidently_incorrect,3,25796,2021-06-21 20:00:00,4.612126350402832,0.10595378279685974,1,0,1.8940462172031403,False,03_confidently_incorrect_tidx_25796
RHPW@entire_atmosphere,2.8236178e-07,confidently_incorrect,3,25796,2021-06-21 20:00:00,4.612126350402832,0.10595378279685974,1,0,1.8940462172031403,False,03_confidently_incorrect_tidx_25796
TMP@925mb,2.821032e-07,confidently_incorrect,3,25796,2021-06-21 20:00:00,4.612126350402832,0.10595378279685974,1,0,1.8940462172031403,False,03_confidently_incorrect_tidx_25796
TCDC@entire_atmosphere,2.780423e-07,confidently_incorrect,3,25796,2021-06-21 20:00:00,4.612126350402832,0.10595378279685974,1,0,1.8940462172031403,False,03_confidently_incorrect_tidx_25796
UGRD@500mb,2.7106324e-07,confidently_incorrect,3,25796,2021-06-21 20:00:00,4.612126350402832,0.10595378279685974,1,0,1.8940462172031403,False,03_confidently_incorrect_tidx_25796
CAPE@surface,2.5027677e-07,confidently_incorrect,3,25796,2021-06-21 20:00:00,4.612126350402832,0.10595378279685974,1,0,1.8940462172031403,False,03_confidently_incorrect_tidx_25796
VGRD@500mb,2.452943e-07,confidently_incorrect,3,25796,2021-06-21 20:00:00,4.612126350402832,0.10595378279685974,1,0,1.8940462172031403,False,03_confidently_incorrect_tidx_25796
UGRD@925mb,2.2857007e-07,confidently_incorrect,3,25796,2021-06-21 20:00:00,4.612126350402832,0.10595378279685974,1,0,1.8940462172031403,False,03_confidently_incorrect_tidx_25796
TMP@500mb,2.2745702e-07,confidently_incorrect,3,25796,2021-06-21 20:00:00,4.612126350402832,0.10595378279685974,1,0,1.8940462172031403,False,03_confidently_incorrect_tidx_25796
HGT@850mb,2.115199e-07,confidently_incorrect,3,25796,2021-06-21 20:00:00,4.612126350402832,0.10595378279685974,1,0,1.8940462172031403,False,03_confidently_incorrect_tidx_25796
DPT@925mb,2.0600743e-07,confidently_incorrect,3,25796,2021-06-21 20:00:00,4.612126350402832,0.10595378279685974,1,0,1.8940462172031403,False,03_confidently_incorrect_tidx_25796
HGT@1000mb,2.0267096e-07,confidently_incorrect,3,25796,2021-06-21 20:00:00,4.612126350402832,0.10595378279685974,1,0,1.8940462172031403,False,03_confidently_incorrect_tidx_25796
TMP@700mb,2.023049e-07,confidently_incorrect,3,25796,2021-06-21 20:00:00,4.612126350402832,0.10595378279685974,1,0,1.8940462172031403,False,03_confidently_incorrect_tidx_25796
VGRD@1000mb,2.0031975e-07,confidently_incorrect,3,25796,2021-06-21 20:00:00,4.612126350402832,0.10595378279685974,1,0,1.8940462172031403,False,03_confidently_incorrect_tidx_25796
DPT@1000mb,1.9176069e-07,confidently_incorrect,3,25796,2021-06-21 20:00:00,4.612126350402832,0.10595378279685974,1,0,1.8940462172031403,False,03_confidently_incorrect_tidx_25796
DSWRF@surface,1.871883e-07,confidently_incorrect,3,25796,2021-06-21 20:00:00,4.612126350402832,0.10595378279685974,1,0,1.8940462172031403,False,03_confidently_incorrect_tidx_25796
HCDC@high_cloud_layer,1.7879267e-07,confidently_incorrect,3,25796,2021-06-21 20:00:00,4.612126350402832,0.10595378279685974,1,0,1.8940462172031403,False,03_confidently_incorrect_tidx_25796
DPT@700mb,1.7678406e-07,confidently_incorrect,3,25796,2021-06-21 20:00:00,4.612126350402832,0.10595378279685974,1,0,1.8940462172031403,False,03_confidently_incorrect_tidx_25796
HGT@700mb,1.3660657e-07,confidently_incorrect,3,25796,2021-06-21 20:00:00,4.612126350402832,0.10595378279685974,1,0,1.8940462172031403,False,03_confidently_incorrect_tidx_25796
HGT@500mb,9.5898365e-08,confidently_incorrect,3,25796,2021-06-21 20:00:00,4.612126350402832,0.10595378279685974,1,0,1.8940462172031403,False,03_confidently_incorrect_tidx_25796
